asin,Manufacturer,Processor Type,Hard Drive Size,Hard Disk Description,RAM Size,url
B0CRVHCLH8,Hemei,Core i,1 TB,SSD,64 GB,https://www.amazon.co.uk/HoMei-i9-13900H-5-40GHz-Dedicated-Graphics/dp/B0CRVHCLH8/ref=sr_1_32?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-32
B0CT67CYNQ,Dell,Core i,512 GB,SSD,16 GB,https://www.amazon.co.uk/Dell-Inspiron-15-Business-Microsoft/dp/B0CT67CYNQ/ref=sr_1_33?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-33
B08BLH2DHL,Lenovo,Aures,64 GB,SSD,4 GB,https://www.amazon.co.uk/Lenovo-IdeaPad-Duet-Chromebook-Laptop/dp/B08BLH2DHL/ref=sr_1_34?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-34
B07ZD6244S,Dell,Core i,240 GB,SSD,8 GB,https://www.amazon.co.uk/Dell-Optiplex-240GB-Graphics-Renewed/dp/B07ZD6244S/ref=sr_1_35?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-35
B0D272B341,Asus,Core i,2 TB,SSD,40 GB,https://www.amazon.co.uk/ASUS-Vivobook-Micro-Edge-10-Cores-i7-1255U/dp/B0D272B341/ref=sr_1_36?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-36
B0D364ZVBF,Samsung,Aures,512 GB,SSD,16 GB,https://www.amazon.co.uk/Samsung-Galaxy-Copilot-Snapdragon-Storage/dp/B0D364ZVBF/ref=sr_1_40?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-40
B07NNYRRF5,Apple,Core i,128 GB,SSD,8 GB,https://www.amazon.co.uk/Apple-MacBook-Display-MPXQ2LL-Renewed/dp/B07NNYRRF5/ref=sr_1_41?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-41
B082P7RKY6,Lenovo,Core i,256 GB,SSD,8 GB,https://www.amazon.co.uk/Lenovo-ThinkPad-X270-12-5-Ultrabook/dp/B082P7RKY6/ref=sr_1_42?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-42
B0B4WP7SV9,Autre,Core i,256 GB,SSD,8 GB,https://www.amazon.co.uk/Fujitsu-LIFEBOOK-Notebook-DDR4-SDRAM-FPC04904BS/dp/B0B4WP7SV9/ref=sr_1_43?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-43
B096XM6BCW,Asus,Aures,64 GB,HDD,4 GB,https://www.amazon.co.uk/ASUS-VivoBook-Microsoft-Office-365/dp/B096XM6BCW/ref=sr_1_44?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-44
B078GX9R5W,Apple,Core i,128 GB,SSD,8 GB,https://www.amazon.co.uk/Apple-MacBook-Display-MPXQ2LL-Renewed/dp/B078GX9R5W/ref=sr_1_45?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-45
B0B6WNZCMT,Dell,Core i,1 TB,SSD,32 GB,https://www.amazon.co.uk/Dell-Inspiron-Touchscreen-i5-1035G1-Windows/dp/B0B6WNZCMT/ref=sr_1_48?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-48
B0868V2JKH,Lenovo,Core i,512 GB,SSD,16 GB,https://www.amazon.co.uk/Lenovo-ThinkPad-T450-Ultrabook-Professional/dp/B0868V2JKH/ref=sr_1_49?dib=eyJ2IjoiMSJ9.Cg44vEK-WYEcgDFog653nifbXEwWWAdqH-6AV_FlR6PzzajBRI7ZVCZhz8guXedlZchEEkbJxZZGngpyBbsMjOcnatGzOs90imgwxDBirfazsrpMNeutjAnPZpLwpAs1dd_v4xJaLxf9MSS0N8nMH77hdT9EddJQlvWT-W2a8c8IVqsluckVInJ99ykoSVWyrP2WDpGF0vV78vYQd9sY9WHt1ykRx_HcmsXApHqGzdsrmnA2sm7FA8iUj1uE-7eHjhxpQQG3KdAVVzzUwZq9yTnXNsGuUBepLsIZxsDAm_M.gTpvUrAeOUkuMtwX1BKbQyXd5qTVFLKOqiEQoReGCXU&dib_tag=se&qid=1746427305&s=computers&sr=1-49
B0F1YZMK2D,Lg,Core Ultra,2 TB,SSD,32 GB,https://www.amazon.co.uk/LG-Lightweight-Touchscreen-Computer-Processor/dp/B0F1YZMK2D/ref=sr_1_51?dib=eyJ2IjoiMSJ9.Cg44vEK-WYEcgDFog653nifbXEwWWAdqH-6AV_FlR6PzzajBRI7ZVCZhz8guXedlZchEEkbJxZZGngpyBbsMjOcnatGzOs90imgwxDBirfazsrpMNeutjAnPZpLwpAs1dd_v4xJaLxf9MSS0N8nMH77hdT9EddJQlvWT-W2a8c8IVqsluckVInJ99ykoSVWyrP2WDpGF0vV78vYQd9sY9WHt1ykRx_HcmsXApHqGzdsrmnA2sm7FA8iUj1uE-7eHjhxpQQG3KdAVVzzUwZq9yTnXNsGuUBepLsIZxsDAm_M.gTpvUrAeOUkuMtwX1BKbQyXd5qTVFLKOqiEQoReGCXU&dib_tag=se&qid=1746427305&s=computers&sr=1-51
B0CW21VCTJ,Dell,Core i,512 GB,SSD,16 GB,https://www.amazon.co.uk/Dell-Inspiron-15-Microsoft-Lifetime/dp/B0CW21VCTJ/ref=sr_1_54?dib=eyJ2IjoiMSJ9.Cg44vEK-WYEcgDFog653nifbXEwWWAdqH-6AV_FlR6PzzajBRI7ZVCZhz8guXedlZchEEkbJxZZGngpyBbsMjOcnatGzOs90imgwxDBirfazsrpMNeutjAnPZpLwpAs1dd_v4xJaLxf9MSS0N8nMH77hdT9EddJQlvWT-W2a8c8IVqsluckVInJ99ykoSVWyrP2WDpGF0vV78vYQd9sY9WHt1ykRx_HcmsXApHqGzdsrmnA2sm7FA8iUj1uE-7eHjhxpQQG3KdAVVzzUwZq9yTnXNsGuUBepLsIZxsDAm_M.gTpvUrAeOUkuMtwX1BKbQyXd5qTVFLKOqiEQoReGCXU&dib_tag=se&qid=1746427305&s=computers&sr=1-54
B09S6XRCXG,Autre,Core i,1 TB,SSD,32 GB,https://www.amazon.co.uk/Surface-Microsoft-Laptop-Win10Pro-Platinum/dp/B09S6XRCXG/ref=sr_1_56?dib=eyJ2IjoiMSJ9.Cg44vEK-WYEcgDFog653nifbXEwWWAdqH-6AV_FlR6PzzajBRI7ZVCZhz8guXedlZchEEkbJxZZGngpyBbsMjOcnatGzOs90imgwxDBirfazsrpMNeutjAnPZpLwpAs1dd_v4xJaLxf9MSS0N8nMH77hdT9EddJQlvWT-W2a8c8IVqsluckVInJ99ykoSVWyrP2WDpGF0vV78vYQd9sY9WHt1ykRx_HcmsXApHqGzdsrmnA2sm7FA8iUj1uE-7eHjhxpQQG3KdAVVzzUwZq9yTnXNsGuUBepLsIZxsDAm_M.gTpvUrAeOUkuMtwX1BKbQyXd5qTVFLKOqiEQoReGCXU&dib_tag=se&qid=1746427305&s=computers&sr=1-56
B0CRCYJ8YV,Asus,Core i,1 TB,SSD,16 GB,https://www.amazon.co.uk/ASUS-Gaming-Laptop-Nebula-Display/dp/B0CRCYJ8YV/ref=sr_1_60?dib=eyJ2IjoiMSJ9.Cg44vEK-WYEcgDFog653nifbXEwWWAdqH-6AV_FlR6PzzajBRI7ZVCZhz8guXedlZchEEkbJxZZGngpyBbsMjOcnatGzOs90imgwxDBirfazsrpMNeutjAnPZpLwpAs1dd_v4xJaLxf9MSS0N8nMH77hdT9EddJQlvWT-W2a8c8IVqsluckVInJ99ykoSVWyrP2WDpGF0vV78vYQd9sY9WHt1ykRx_HcmsXApHqGzdsrmnA2sm7FA8iUj1uE-7eHjhxpQQG3KdAVVzzUwZq9yTnXNsGuUBepLsIZxsDAm_M.gTpvUrAeOUkuMtwX1BKbQyXd5qTVFLKOqiEQoReGCXU&dib_tag=se&qid=1746427305&s=computers&sr=1-60
B07HFDQP1Y,Apple,Core i,256 GB,SSD,8 GB,https://www.amazon.co.uk/Apple-MacBook-Pro-13-3-Inch-Laptop/dp/B07HFDQP1Y/ref=sr_1_64?dib=eyJ2IjoiMSJ9.Cg44vEK-WYEcgDFog653nifbXEwWWAdqH-6AV_FlR6PzzajBRI7ZVCZhz8guXedlZchEEkbJxZZGngpyBbsMjOcnatGzOs90imgwxDBirfazsrpMNeutjAnPZpLwpAs1dd_v4xJaLxf9MSS0N8nMH77hdT9EddJQlvWT-W2a8c8IVqsluckVInJ99ykoSVWyrP2WDpGF0vV78vYQd9sY9WHt1ykRx_HcmsXApHqGzdsrmnA2sm7FA8iUj1uE-7eHjhxpQQG3KdAVVzzUwZq9yTnXNsGuUBepLsIZxsDAm_M.gTpvUrAeOUkuMtwX1BKbQyXd5qTVFLKOqiEQoReGCXU&dib_tag=se&qid=1746427305&s=computers&sr=1-64
B0C56YGYF4,Asus,Ryzen,512 GB,SSD,16 GB,https://www.amazon.co.uk/ASUS-ROG-Ally-RC71L-NH001W-Extreme/dp/B0C56YGYF4/ref=sr_1_65?dib=eyJ2IjoiMSJ9.Cg44vEK-WYEcgDFog653nifbXEwWWAdqH-6AV_FlR6PzzajBRI7ZVCZhz8guXedlZchEEkbJxZZGngpyBbsMjOcnatGzOs90imgwxDBirfazsrpMNeutjAnPZpLwpAs1dd_v4xJaLxf9MSS0N8nMH77hdT9EddJQlvWT-W2a8c8IVqsluckVInJ99ykoSVWyrP2WDpGF0vV78vYQd9sY9WHt1ykRx_HcmsXApHqGzdsrmnA2sm7FA8iUj1uE-7eHjhxpQQG3KdAVVzzUwZq9yTnXNsGuUBepLsIZxsDAm_M.gTpvUrAeOUkuMtwX1BKbQyXd5qTVFLKOqiEQoReGCXU&dib_tag=se&qid=1746427305&s=computers&sr=1-65
B0C14HZ14D,Lenovo,Aures,500 GB,SSD,20 GB,https://www.amazon.co.uk/Lenovo-3-5GHz-Laptop-Reader-Windows/dp/B0C14HZ14D/ref=sr_1_66?dib=eyJ2IjoiMSJ9.Cg44vEK-WYEcgDFog653nifbXEwWWAdqH-6AV_FlR6PzzajBRI7ZVCZhz8guXedlZchEEkbJxZZGngpyBbsMjOcnatGzOs90imgwxDBirfazsrpMNeutjAnPZpLwpAs1dd_v4xJaLxf9MSS0N8nMH77hdT9EddJQlvWT-W2a8c8IVqsluckVInJ99ykoSVWyrP2WDpGF0vV78vYQd9sY9WHt1ykRx_HcmsXApHqGzdsrmnA2sm7FA8iUj1uE-7eHjhxpQQG3KdAVVzzUwZq9yTnXNsGuUBepLsIZxsDAm_M.gTpvUrAeOUkuMtwX1BKbQyXd5qTVFLKOqiEQoReGCXU&dib_tag=se&qid=1746427305&s=computers&sr=1-66
B01LZE0396,Hp,Aures,16 GB,eMMC,2 GB,https://www.amazon.co.uk/HP-Chromebook-11-v000na-11-6-inch-Laptop/dp/B01LZE0396/ref=sr_1_68?dib=eyJ2IjoiMSJ9.Cg44vEK-WYEcgDFog653nifbXEwWWAdqH-6AV_FlR6PzzajBRI7ZVCZhz8guXedlZchEEkbJxZZGngpyBbsMjOcnatGzOs90imgwxDBirfazsrpMNeutjAnPZpLwpAs1dd_v4xJaLxf9MSS0N8nMH77hdT9EddJQlvWT-W2a8c8IVqsluckVInJ99ykoSVWyrP2WDpGF0vV78vYQd9sY9WHt1ykRx_HcmsXApHqGzdsrmnA2sm7FA8iUj1uE-7eHjhxpQQG3KdAVVzzUwZq9yTnXNsGuUBepLsIZxsDAm_M.gTpvUrAeOUkuMtwX1BKbQyXd5qTVFLKOqiEQoReGCXU&dib_tag=se&qid=1746427305&s=computers&sr=1-68
B0949D3BNY,Dell,Core i,256 GB,SSD,8 GB,https://www.amazon.co.uk/Dell-Latitude-Business-Laptop-i5-1135G7/dp/B0949D3BNY/ref=sr_1_69?dib=eyJ2IjoiMSJ9.Cg44vEK-WYEcgDFog653nifbXEwWWAdqH-6AV_FlR6PzzajBRI7ZVCZhz8guXedlZchEEkbJxZZGngpyBbsMjOcnatGzOs90imgwxDBirfazsrpMNeutjAnPZpLwpAs1dd_v4xJaLxf9MSS0N8nMH77hdT9EddJQlvWT-W2a8c8IVqsluckVInJ99ykoSVWyrP2WDpGF0vV78vYQd9sY9WHt1ykRx_HcmsXApHqGzdsrmnA2sm7FA8iUj1uE-7eHjhxpQQG3KdAVVzzUwZq9yTnXNsGuUBepLsIZxsDAm_M.gTpvUrAeOUkuMtwX1BKbQyXd5qTVFLKOqiEQoReGCXU&dib_tag=se&qid=1746427305&s=computers&sr=1-69
B09YCCDNZH,Asus,Aures,128 GB,Hybrid,4 GB,https://www.amazon.co.uk/ASUS-Chromebook-Computer-Celeron-Bluetooth/dp/B09YCCDNZH/ref=sr_1_71?dib=eyJ2IjoiMSJ9.Cg44vEK-WYEcgDFog653nifbXEwWWAdqH-6AV_FlR6PzzajBRI7ZVCZhz8guXedlZchEEkbJxZZGngpyBbsMjOcnatGzOs90imgwxDBirfazsrpMNeutjAnPZpLwpAs1dd_v4xJaLxf9MSS0N8nMH77hdT9EddJQlvWT-W2a8c8IVqsluckVInJ99ykoSVWyrP2WDpGF0vV78vYQd9sY9WHt1ykRx_HcmsXApHqGzdsrmnA2sm7FA8iUj1uE-7eHjhxpQQG3KdAVVzzUwZq9yTnXNsGuUBepLsIZxsDAm_M.gTpvUrAeOUkuMtwX1BKbQyXd5qTVFLKOqiEQoReGCXU&dib_tag=se&qid=1746427305&s=computers&sr=1-71
B09JZFZJCJ,Acer,Ryzen,1 TB,SSD,16 GB,https://www.amazon.co.uk/Acer-Swift-SFX14-41G-inch-Laptop/dp/B09JZFZJCJ/ref=sr_1_72?dib=eyJ2IjoiMSJ9.Cg44vEK-WYEcgDFog653nifbXEwWWAdqH-6AV_FlR6PzzajBRI7ZVCZhz8guXedlZchEEkbJxZZGngpyBbsMjOcnatGzOs90imgwxDBirfazsrpMNeutjAnPZpLwpAs1dd_v4xJaLxf9MSS0N8nMH77hdT9EddJQlvWT-W2a8c8IVqsluckVInJ99ykoSVWyrP2WDpGF0vV78vYQd9sY9WHt1ykRx_HcmsXApHqGzdsrmnA2sm7FA8iUj1uE-7eHjhxpQQG3KdAVVzzUwZq9yTnXNsGuUBepLsIZxsDAm_M.gTpvUrAeOUkuMtwX1BKbQyXd5qTVFLKOqiEQoReGCXU&dib_tag=se&qid=1746427305&s=computers&sr=1-72
B0CRHXYKZF,Lenovo,Core i,256 GB,SSD,16 GB,https://www.amazon.co.uk/Lenovo-ThinkPad-T490-Windows-Ultrabook/dp/B0CRHXYKZF/ref=sr_1_73?dib=eyJ2IjoiMSJ9.H19Qls1k9GPI-KJ8KpEunBGVTtUuI-ncSY2RKPeozLrZFIlJDj03r0pgsP2iuMDcwSezAb_H-WGnMS5sVDImKOGyE3sSFvz_so16rbpl_ugZv9oObb7IhDEGgRp8F6wf78DLYNZWE8x4TrF1o9L1yoeAhGJqS1hk3lyp-rYXgPeb9DfOdvIciZYE6Q40AHR_1TYnEZfQ52UmYgZwcEWQrw9BkSsRKcAXpuDCLABCgZf0rgMEJtsdr2fNRMQQEVt4kdblqLBSQXr5Vq5nF1UV7DFe37no788JrUMI45y2IKE.h779muxgivYgMDkx3tJpyAljC8s9QhPDT-Surf_hplM&dib_tag=se&qid=1746427310&s=computers&sr=1-73
B0CYZB8VFN,Acer,Aures,192 GB,eMMC,4 GB,https://www.amazon.co.uk/Acer-Chromebook-Computer-Business-MarxsolAccessory/dp/B0CYZB8VFN/ref=sr_1_74?dib=eyJ2IjoiMSJ9.H19Qls1k9GPI-KJ8KpEunBGVTtUuI-ncSY2RKPeozLrZFIlJDj03r0pgsP2iuMDcwSezAb_H-WGnMS5sVDImKOGyE3sSFvz_so16rbpl_ugZv9oObb7IhDEGgRp8F6wf78DLYNZWE8x4TrF1o9L1yoeAhGJqS1hk3lyp-rYXgPeb9DfOdvIciZYE6Q40AHR_1TYnEZfQ52UmYgZwcEWQrw9BkSsRKcAXpuDCLABCgZf0rgMEJtsdr2fNRMQQEVt4kdblqLBSQXr5Vq5nF1UV7DFe37no788JrUMI45y2IKE.h779muxgivYgMDkx3tJpyAljC8s9QhPDT-Surf_hplM&dib_tag=se&qid=1746427310&s=computers&sr=1-74
B09RN1XRY1,Autre,Core i,256 GB,SSD,8 GB,https://www.amazon.co.uk/Microsoft-Surface-Laptop-12-4-Touch-Platinum/dp/B09RN1XRY1/ref=sr_1_75?dib=eyJ2IjoiMSJ9.H19Qls1k9GPI-KJ8KpEunBGVTtUuI-ncSY2RKPeozLrZFIlJDj03r0pgsP2iuMDcwSezAb_H-WGnMS5sVDImKOGyE3sSFvz_so16rbpl_ugZv9oObb7IhDEGgRp8F6wf78DLYNZWE8x4TrF1o9L1yoeAhGJqS1hk3lyp-rYXgPeb9DfOdvIciZYE6Q40AHR_1TYnEZfQ52UmYgZwcEWQrw9BkSsRKcAXpuDCLABCgZf0rgMEJtsdr2fNRMQQEVt4kdblqLBSQXr5Vq5nF1UV7DFe37no788JrUMI45y2IKE.h779muxgivYgMDkx3tJpyAljC8s9QhPDT-Surf_hplM&dib_tag=se&qid=1746427310&s=computers&sr=1-75
B0D3CVRXMR,Dell,Core i,2 TB,SSD,64 GB,https://www.amazon.co.uk/Dell-Inspiron-Business-Microsoft-Lifetime/dp/B0D3CVRXMR/ref=sr_1_77?dib=eyJ2IjoiMSJ9.H19Qls1k9GPI-KJ8KpEunBGVTtUuI-ncSY2RKPeozLrZFIlJDj03r0pgsP2iuMDcwSezAb_H-WGnMS5sVDImKOGyE3sSFvz_so16rbpl_ugZv9oObb7IhDEGgRp8F6wf78DLYNZWE8x4TrF1o9L1yoeAhGJqS1hk3lyp-rYXgPeb9DfOdvIciZYE6Q40AHR_1TYnEZfQ52UmYgZwcEWQrw9BkSsRKcAXpuDCLABCgZf0rgMEJtsdr2fNRMQQEVt4kdblqLBSQXr5Vq5nF1UV7DFe37no788JrUMI45y2IKE.h779muxgivYgMDkx3tJpyAljC8s9QhPDT-Surf_hplM&dib_tag=se&qid=1746427310&s=computers&sr=1-77
B09NNQ6DT1,Lenovo,Aures,256 GB,SSD,8 GB,https://www.amazon.co.uk/Lenovo-V15-Intel-Celeron-Laptop/dp/B09NNQ6DT1/ref=sr_1_78?dib=eyJ2IjoiMSJ9.H19Qls1k9GPI-KJ8KpEunBGVTtUuI-ncSY2RKPeozLrZFIlJDj03r0pgsP2iuMDcwSezAb_H-WGnMS5sVDImKOGyE3sSFvz_so16rbpl_ugZv9oObb7IhDEGgRp8F6wf78DLYNZWE8x4TrF1o9L1yoeAhGJqS1hk3lyp-rYXgPeb9DfOdvIciZYE6Q40AHR_1TYnEZfQ52UmYgZwcEWQrw9BkSsRKcAXpuDCLABCgZf0rgMEJtsdr2fNRMQQEVt4kdblqLBSQXr5Vq5nF1UV7DFe37no788JrUMI45y2IKE.h779muxgivYgMDkx3tJpyAljC8s9QhPDT-Surf_hplM&dib_tag=se&qid=1746427310&s=computers&sr=1-78
B09XBRZFGX,Asus,Aures,64 GB,eMMC,4 GB,https://www.amazon.co.uk/ASUS-Chromebook-CX1500-Laptop-Celeron/dp/B09XBRZFGX/ref=sr_1_79?dib=eyJ2IjoiMSJ9.H19Qls1k9GPI-KJ8KpEunBGVTtUuI-ncSY2RKPeozLrZFIlJDj03r0pgsP2iuMDcwSezAb_H-WGnMS5sVDImKOGyE3sSFvz_so16rbpl_ugZv9oObb7IhDEGgRp8F6wf78DLYNZWE8x4TrF1o9L1yoeAhGJqS1hk3lyp-rYXgPeb9DfOdvIciZYE6Q40AHR_1TYnEZfQ52UmYgZwcEWQrw9BkSsRKcAXpuDCLABCgZf0rgMEJtsdr2fNRMQQEVt4kdblqLBSQXr5Vq5nF1UV7DFe37no788JrUMI45y2IKE.h779muxgivYgMDkx3tJpyAljC8s9QhPDT-Surf_hplM&dib_tag=se&qid=1746427310&s=computers&sr=1-79
