asin,nombre_avis,prix,page,note,url,titre
B098ZNDWJ8,120,£225.00,1,4.1,https://www.amazon.co.uk/Apple-MacBook-13-inch-Storage-Keyboard/dp/B098ZNDWJ8/ref=sr_1_8?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-8,"Mid 2017 Apple MacBook Air with 1.8GHz Intel Core i5 (13 inch, 8GB RAM, 256GB SSD) (QWERTY UK) Silver (Renewed)"
B08DRC16QM,306,£144.00,1,4.0,https://www.amazon.co.uk/Lenovo-ThinkPad-T460-Ultrabook-Professional/dp/B08DRC16QM/ref=sr_1_10?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-10,"Lenovo 14"" ThinkPad T460 Ultrabook - HD (1366x768) Core i5-6300U 8GB 256GB SSD HDMI WebCam WiFi Bluetooth USB 3.0 Windows 10 Professional 64-bit PC Laptop (Renewed)"
B07GKHCM2S,5,£599.10,1,4.3,https://www.amazon.co.uk/Apple-15-4-inch-MacBook-Retina-display/dp/B07GKHCM2S/ref=sr_1_11?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-11,"Apple 15.4-inch MacBook Pro with Retina display - MJLQ2B/A - Intel Core i7 2.2GHz Quad-core ,16GB RAM, 256 GB SSD, Intel Iris Pro Graphics (Renewed)"
B08BWQF2B9,221,£264.14,1,3.7,https://www.amazon.co.uk/HP-ELITEBOOK-Touchscreen-WINDOWS-Renewed/dp/B08BWQF2B9/ref=sr_1_12?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-12,HP ELITEBOOK x360 1030 G2 13.3in Touchscreen LAPTOP INTEL CORE i5 7th GEN 2.5GHZ WEBCAM 8GB RAM 256GB SSD WINDOWS 10 PRO 64BIT (Renewed)
B07GCRHS5V,"1,534",£149.00,1,4.0,https://www.amazon.co.uk/Dell-Latitude-i5-6300U-Windows-Renewed/dp/B07GCRHS5V/ref=sr_1_14?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-14,"Dell Latitude E7470 14in Laptop, Core i5-6300U 2.4GHz, 8GB Ram, 256GB SSD, Windows 10 Pro 64bit (Renewed)"
B08R2WTNQ6,314,£750.00,1,4.3,https://www.amazon.co.uk/Apple-MacBook-Chip-13-inch-512GB/dp/B08R2WTNQ6/ref=sr_1_15?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-15,"2020 Apple MacBook Air with Apple M1 Chip (13-inch, 8GB RAM, 512GB SSD) (QWERTY English) Space Grey (Renewed)"
B082P7XWMN,189,£129.99,1,3.9,https://www.amazon.co.uk/Lenovo-ThinkPad-X260-12-5-Ultrabook/dp/B082P7XWMN/ref=sr_1_17?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-17,"Lenovo ThinkPad X260 12.5-inch Ultrabook - Core i5-6300U 2.4GHz, 8GB RAM, 256GB SSD, HDMI, WiFi, WebCam, Windows 10 Professional 64-bit (Renewed)"
B0D6YLBBZL,7,"£2,028.35",1,4.2,https://www.amazon.co.uk/Lenovo-ThinkPad-T14s-Gen-6-2024/dp/B0D6YLBBZL/ref=sr_1_18?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-18,"Lenovo ThinkPad T14s Gen 6-2024 - Premium Laptop - Wi-Fi 7-14"" WUXGA IPS Display - 32GB Memory - 1TB SSD Storage - Snapdragon® X Elite - Black"
B0CKN9M1S8,3 capacities,£285.93,1,3.9,https://www.amazon.co.uk/FUNYET-Computer-Notebook-Processors-Supports/dp/B0CKN9M1S8/ref=sr_1_23?dib=eyJ2IjoiMSJ9.-4WEjr5OW6-3xMD2AM0VrqpQJOGS0Eh4MUdaWhdz_duE5gWEH2CQe3O9lUU2Z9A6rxI9OOYeDOqb7pjyOG9lXWmJeAUeYuLxszd_lQrB334E5f06uQe4lz6uqqjz3xp2sX3q7DPeyj4iCh-VhoWZAcqI1KzUkM5EuSYbyy00tqPJGey81G77ddIxxggewOt6_kZzC7eRwNmbGyROpD1tqziPMhY9cJ1VXQGU9Vx7DWF_chhuF3hgLenti-f4zzSu6YCWd_4RiebEUpSJU8PvrSL7Z5-OElCUGMCvZgD0ypo.R7BBYrmAVYX5SHF--0pjaS5_soXxfxD0yzzxznTCn0o&dib_tag=se&qid=1746427297&s=computers&sr=1-23,"FUNYET 14 Inch Laptop Computer, Notebook, 8GB RAM 256GB SSD, Intel Celeron N5095 Processors, FHD 1920 x 1080, Supports 180 Angle Opening, Windows 11 Pro"
B09HYQWQ52,12,"£4,999.00",2,3.5,https://www.amazon.co.uk/Dell-9710-i7-11800H-Fingerprint-Thunderbolt/dp/B09HYQWQ52/ref=sr_1_26?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-26,"2021 Newest Dell XPS 17 Laptop 9710, 17"" UHD+ Touch Display, Intel i7-11800H, GeForce RTX 3050, 32GB RAM, 1TB SSD, IR Camera, Backlit Keyboard, Fingerprint Reader, Wi-Fi 6, Thunderbolt, Win 10 Pro"
B0CZBVRSXT,49,"£1,431.49",2,4.0,https://www.amazon.co.uk/Predator-Verified-AI-Powered-processor-PTN16-51-932N/dp/B0CZBVRSXT/ref=sr_1_27?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-27,"Acer Predator Triton Neo 16 Gaming Creator Laptop | 16"" WQXGA+ 165Hz Calman Verified | AI-Powered | Intel Core Ultra 9 processor 185H | NVIDIA GeForce RTX 4070 | 32GB LPDDR5X | 1TB SSD | PTN16-51-932N"
B0BQRS5RFG,2 capacities,"£1,149.00",2,4.3,https://www.amazon.co.uk/Samsung-Galaxy-Processor-Storage-Graphite/dp/B0BQRS5RFG/ref=sr_1_30?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-30,"Samsung Galaxy Book3 360 Wi-Fi Laptop, 15.6 Inch, 13th gen Intel Core i5 Processor, 8GB RAM, 256GB Storage, Graphite - Official"
B0D272B341,2 capacities,"£1,249.63",2,5.0,https://www.amazon.co.uk/ASUS-Vivobook-Micro-Edge-10-Cores-i7-1255U/dp/B0D272B341/ref=sr_1_36?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-36,"ASUS Vivobook 16 Laptop, 16” WUXGA Micro-Edge Display, 12th Gen Intel 10-Cores i7-1255U (Up to 4.7GHz), 40GB RAM, 2TB NVMe SSD, Webcam, 180° Lay-Flat, Keypad, HDMI, USB-C, PDG HDMI, Win 11 Pro, Black"
B082P7RKY6,179,£132.99,2,3.8,https://www.amazon.co.uk/Lenovo-ThinkPad-X270-12-5-Ultrabook/dp/B082P7RKY6/ref=sr_1_42?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-42,"2017 Lenovo ThinkPad X270 with i5-6300U (12.5-inch, 8GB RAM, 256GB SSD) (QWERTY English) (Renewed)"
B078GX9R5W,"1,488",£335.00,2,3.6,https://www.amazon.co.uk/Apple-MacBook-Display-MPXQ2LL-Renewed/dp/B078GX9R5W/ref=sr_1_45?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-45,"Mid 2017 Apple MacBook Pro with 2.3GHz Intel Core i5 (13 inch, 8GB RAM, 128GB SSD) Space Gray (Renewed)"
B09S7VNN9F,1,"£3,820.80",2,5.0,https://www.amazon.co.uk/Surface-Microsoft-Laptop-Win10Pro-Platinum/dp/B09S7VNN9F/ref=sr_1_46?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-46,Microsoft Surface Laptop Studio Core i7/16GB/512GB/ GF RTX 3050Ti Win10Pro Platinum
B0B6WNZCMT,33,£893.97,2,3.8,https://www.amazon.co.uk/Dell-Inspiron-Touchscreen-i5-1035G1-Windows/dp/B0B6WNZCMT/ref=sr_1_48?dib=eyJ2IjoiMSJ9.r6VYoo8q_1lcE6B_MNPq-xPavXS9eJP54ciEiohsSodagaSInsIulEeeTrRaDuhaVQqUplbRav2ui1cERG69YtFODAEao4hDbY1DCHV4b7pvCpXXzBVChhizm9pRhf5udoUxmaqMaGE1XLzmdy5WnOag_EZHQ3szvCX3ijeAzwMXFJI-H2kQ2-WwqQ82ps5yY2HQ1kIhK79_v93iUjKIK3w-3uOgsQ_Odf7EsbcVYPxHh2H1W7eJoWKp2fua1HnUz3diQZ2jMo4e-OnyUGjBEpwcfc8ijSWVWRcEEVhsALE.TDsAafAJdVnUMy8LRmjYfKSMtuFuTRfXDnrSSjx69jo&dib_tag=se&qid=1746427300&s=computers&sr=1-48,"2022 Newest Dell Inspiron 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1035G1, 32GB DDR4 RAM, 1TB PCIe SSD, SD Card Reader, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black"
B0868V2JKH,237,£334.61,3,4.1,https://www.amazon.co.uk/Lenovo-ThinkPad-T450-Ultrabook-Professional/dp/B0868V2JKH/ref=sr_1_49?dib=eyJ2IjoiMSJ9.Cg44vEK-WYEcgDFog653nifbXEwWWAdqH-6AV_FlR6PzzajBRI7ZVCZhz8guXedlZchEEkbJxZZGngpyBbsMjOcnatGzOs90imgwxDBirfazsrpMNeutjAnPZpLwpAs1dd_v4xJaLxf9MSS0N8nMH77hdT9EddJQlvWT-W2a8c8IVqsluckVInJ99ykoSVWyrP2WDpGF0vV78vYQd9sY9WHt1ykRx_HcmsXApHqGzdsrmnA2sm7FA8iUj1uE-7eHjhxpQQG3KdAVVzzUwZq9yTnXNsGuUBepLsIZxsDAm_M.gTpvUrAeOUkuMtwX1BKbQyXd5qTVFLKOqiEQoReGCXU&dib_tag=se&qid=1746427305&s=computers&sr=1-49,Lenovo 14 ThinkPad T450 Ultrabook - HDF+ (1600x900) Core i5-5300U 16GB 512GB SSD WebCam WiFi Bluetooth USB 3.0 Windows 10 Professional 64-bit PC Laptop (Renewed)
B0CLGJ18WB,3,£394.46,3,4.5,https://www.amazon.co.uk/Laptop-Touchscreen-Notebook-Computer-Windows/dp/B0CLGJ18WB/ref=sr_1_53?dib=eyJ2IjoiMSJ9.Cg44vEK-WYEcgDFog653nifbXEwWWAdqH-6AV_FlR6PzzajBRI7ZVCZhz8guXedlZchEEkbJxZZGngpyBbsMjOcnatGzOs90imgwxDBirfazsrpMNeutjAnPZpLwpAs1dd_v4xJaLxf9MSS0N8nMH77hdT9EddJQlvWT-W2a8c8IVqsluckVInJ99ykoSVWyrP2WDpGF0vV78vYQd9sY9WHt1ykRx_HcmsXApHqGzdsrmnA2sm7FA8iUj1uE-7eHjhxpQQG3KdAVVzzUwZq9yTnXNsGuUBepLsIZxsDAm_M.gTpvUrAeOUkuMtwX1BKbQyXd5qTVFLKOqiEQoReGCXU&dib_tag=se&qid=1746427305&s=computers&sr=1-53,Mini Laptop PC All Metal 8-Inch Touchscreen Gaming Notebook Computer Intel 12th Gen CPU Alder Lake-N N100 Windows 11 12G RAM/512GB SSD with Webcam
B0C8KLLHS5,13,£617.13,3,4.1,https://www.amazon.co.uk/Lenovo-21JT001PUS-E16-256g-11p/dp/B0C8KLLHS5/ref=sr_1_57?dib=eyJ2IjoiMSJ9.Cg44vEK-WYEcgDFog653nifbXEwWWAdqH-6AV_FlR6PzzajBRI7ZVCZhz8guXedlZchEEkbJxZZGngpyBbsMjOcnatGzOs90imgwxDBirfazsrpMNeutjAnPZpLwpAs1dd_v4xJaLxf9MSS0N8nMH77hdT9EddJQlvWT-W2a8c8IVqsluckVInJ99ykoSVWyrP2WDpGF0vV78vYQd9sY9WHt1ykRx_HcmsXApHqGzdsrmnA2sm7FA8iUj1uE-7eHjhxpQQG3KdAVVzzUwZq9yTnXNsGuUBepLsIZxsDAm_M.gTpvUrAeOUkuMtwX1BKbQyXd5qTVFLKOqiEQoReGCXU&dib_tag=se&qid=1746427305&s=computers&sr=1-57,"Lenovo ThinkPad E16 Gen 1 21JT001PUS 16"" Notebook - WUXGA - 1920 x 1200 - AMD Ryzen 5 7530U Hexa-core (6 Core) 2 GHz - 8 GB Total RAM - 8 GB On-Board Memory - 256 GB SSD - Graphite Black"
B0DTB4R3VP,6,£469.06,3,4.6,https://www.amazon.co.uk/Aspire-Display-Graphics-Windows-AG15-42P-R3NB/dp/B0DTB4R3VP/ref=sr_1_58?dib=eyJ2IjoiMSJ9.Cg44vEK-WYEcgDFog653nifbXEwWWAdqH-6AV_FlR6PzzajBRI7ZVCZhz8guXedlZchEEkbJxZZGngpyBbsMjOcnatGzOs90imgwxDBirfazsrpMNeutjAnPZpLwpAs1dd_v4xJaLxf9MSS0N8nMH77hdT9EddJQlvWT-W2a8c8IVqsluckVInJ99ykoSVWyrP2WDpGF0vV78vYQd9sY9WHt1ykRx_HcmsXApHqGzdsrmnA2sm7FA8iUj1uE-7eHjhxpQQG3KdAVVzzUwZq9yTnXNsGuUBepLsIZxsDAm_M.gTpvUrAeOUkuMtwX1BKbQyXd5qTVFLKOqiEQoReGCXU&dib_tag=se&qid=1746427305&s=computers&sr=1-58,"Acer Aspire Go 15 AI Ready Laptop, 15.6 Inch FHD (1920 x 1080) IPS Display, AMD Ryzen 7 5825U, AMD Radeon Graphics, 16GB DDR4, 512GB PCIe Gen4 SSD, Wi-Fi 6, Windows 11 Home, AG15-42P-R3NB"
B0CNY2W1CP,"2,815","£1,303.94",3,4.6,https://www.amazon.co.uk/ASUS-Vivobook-16-Business-Student/dp/B0CNY2W1CP/ref=sr_1_63?dib=eyJ2IjoiMSJ9.Cg44vEK-WYEcgDFog653nifbXEwWWAdqH-6AV_FlR6PzzajBRI7ZVCZhz8guXedlZchEEkbJxZZGngpyBbsMjOcnatGzOs90imgwxDBirfazsrpMNeutjAnPZpLwpAs1dd_v4xJaLxf9MSS0N8nMH77hdT9EddJQlvWT-W2a8c8IVqsluckVInJ99ykoSVWyrP2WDpGF0vV78vYQd9sY9WHt1ykRx_HcmsXApHqGzdsrmnA2sm7FA8iUj1uE-7eHjhxpQQG3KdAVVzzUwZq9yTnXNsGuUBepLsIZxsDAm_M.gTpvUrAeOUkuMtwX1BKbQyXd5qTVFLKOqiEQoReGCXU&dib_tag=se&qid=1746427305&s=computers&sr=1-63,"ASUS Vivobook 16"" WUXGA Laptop for Business and Student - CPU i5 1235U(Beats i7-1195G7), 10-Cores, 24GB RAM, 1TB SSD, HDMI, 10H Long Battery Life, Windows 11 Home, Bundle with Laptop Stand"
B07HFDQP1Y,42,£489.99,3,3.9,https://www.amazon.co.uk/Apple-MacBook-Pro-13-3-Inch-Laptop/dp/B07HFDQP1Y/ref=sr_1_64?dib=eyJ2IjoiMSJ9.Cg44vEK-WYEcgDFog653nifbXEwWWAdqH-6AV_FlR6PzzajBRI7ZVCZhz8guXedlZchEEkbJxZZGngpyBbsMjOcnatGzOs90imgwxDBirfazsrpMNeutjAnPZpLwpAs1dd_v4xJaLxf9MSS0N8nMH77hdT9EddJQlvWT-W2a8c8IVqsluckVInJ99ykoSVWyrP2WDpGF0vV78vYQd9sY9WHt1ykRx_HcmsXApHqGzdsrmnA2sm7FA8iUj1uE-7eHjhxpQQG3KdAVVzzUwZq9yTnXNsGuUBepLsIZxsDAm_M.gTpvUrAeOUkuMtwX1BKbQyXd5qTVFLKOqiEQoReGCXU&dib_tag=se&qid=1746427305&s=computers&sr=1-64,"2018 Apple MacBook Pro with 2.3GHz Intel Core i5 (13-inch, 8GB RAM, 256GB SSD) (QWERTY English) Space Grey (Renewed)"
B0CYZB8VFN,57,£197.62,4,4.5,https://www.amazon.co.uk/Acer-Chromebook-Computer-Business-MarxsolAccessory/dp/B0CYZB8VFN/ref=sr_1_74?dib=eyJ2IjoiMSJ9.H19Qls1k9GPI-KJ8KpEunBGVTtUuI-ncSY2RKPeozLrZFIlJDj03r0pgsP2iuMDcwSezAb_H-WGnMS5sVDImKOGyE3sSFvz_so16rbpl_ugZv9oObb7IhDEGgRp8F6wf78DLYNZWE8x4TrF1o9L1yoeAhGJqS1hk3lyp-rYXgPeb9DfOdvIciZYE6Q40AHR_1TYnEZfQ52UmYgZwcEWQrw9BkSsRKcAXpuDCLABCgZf0rgMEJtsdr2fNRMQQEVt4kdblqLBSQXr5Vq5nF1UV7DFe37no788JrUMI45y2IKE.h779muxgivYgMDkx3tJpyAljC8s9QhPDT-Surf_hplM&dib_tag=se&qid=1746427310&s=computers&sr=1-74,"Acer Chromebook 315 Laptop Computer for 2024 Business Student, 15.6” HD Display, Intel Celeron N4020, 4GB RAM, 192GB Storage (64GB eMMC +128GB Card), WiFi, 12+ Hrs Battery, Chrome OS +MarxsolAccessory"
B097NBWRQK,36,£158.10,4,4.1,https://www.amazon.co.uk/Dell-OptiPlex-Office-Windows-Renewed/dp/B097NBWRQK/ref=sr_1_83?dib=eyJ2IjoiMSJ9.H19Qls1k9GPI-KJ8KpEunBGVTtUuI-ncSY2RKPeozLrZFIlJDj03r0pgsP2iuMDcwSezAb_H-WGnMS5sVDImKOGyE3sSFvz_so16rbpl_ugZv9oObb7IhDEGgRp8F6wf78DLYNZWE8x4TrF1o9L1yoeAhGJqS1hk3lyp-rYXgPeb9DfOdvIciZYE6Q40AHR_1TYnEZfQ52UmYgZwcEWQrw9BkSsRKcAXpuDCLABCgZf0rgMEJtsdr2fNRMQQEVt4kdblqLBSQXr5Vq5nF1UV7DFe37no788JrUMI45y2IKE.h779muxgivYgMDkx3tJpyAljC8s9QhPDT-Surf_hplM&dib_tag=se&qid=1746427310&s=computers&sr=1-83,Dell OptiPlex 9020 SFF Office PC i7 4790 16GB RAM 960GB SSD Windows 10 Pro (Renewed)
