asin,nombre_avis,prix,page,note,url,titre
B0DRP5ZF6L,11,£418.55,28,3.5,https://www.amazon.co.uk/MALLRACE-Processor-Windows-11Laptops-Display/dp/B0DRP5ZF6L/ref=sr_1_650?dib=eyJ2IjoiMSJ9.riK5hlKharDNbx_zbZw_GNzRrhGu-Nb5wH9h57CkN0lFPyvuUVlb9r5u_nmMp2TJX69K8n0ZfO6rCL4CBYATJLHpHqTenxhDLbMTQWKLlCmAMzt5a4klsvZdHxQeY6bXyhqc3cbgEVPo4hoGQSuG6Bt0xdUJQeC6Qc_oV5mmyVR_RzWesZ4Zv9Qht4wY2pURVyZVg-MfWsN7zeJuxz1VnpbD3Zccm0aZBXvX_GSKv6JSUeqAv2ozXoxq8wzSF-6rkalbCpNjVbSCqZvN65iPdVRpzRM6IpqfSiXKA2qZ9_0.4-4EKjKkHBk7dlhLZ9Qq4jywVqGjMjr_KnFm1VWUQA4&dib_tag=se&qid=1746427430&s=computers&sr=1-650,"MALLRACE 2025 Gaming Laptop with AMD Ryzen7 5825U 8-core Processor (Up to 4.5GHZ),16GB DDR4 RAM 512GB SSD,Windows 11Laptops, WiFi 6, 15.6 inch HD Display,54.72Wh Battery"
B0DQTT1L17,1,£652.45,28,5.0,https://www.amazon.co.uk/KurieTim-Processor-32GB-1TB-Fingerprint/dp/B0DQTT1L17/ref=sr_1_667?dib=eyJ2IjoiMSJ9.riK5hlKharDNbx_zbZw_GNzRrhGu-Nb5wH9h57CkN0lFPyvuUVlb9r5u_nmMp2TJX69K8n0ZfO6rCL4CBYATJLHpHqTenxhDLbMTQWKLlCmAMzt5a4klsvZdHxQeY6bXyhqc3cbgEVPo4hoGQSuG6Bt0xdUJQeC6Qc_oV5mmyVR_RzWesZ4Zv9Qht4wY2pURVyZVg-MfWsN7zeJuxz1VnpbD3Zccm0aZBXvX_GSKv6JSUeqAv2ozXoxq8wzSF-6rkalbCpNjVbSCqZvN65iPdVRpzRM6IpqfSiXKA2qZ9_0.4-4EKjKkHBk7dlhLZ9Qq4jywVqGjMjr_KnFm1VWUQA4&dib_tag=se&qid=1746427430&s=computers&sr=1-667,"KurieTim Laptop Computer with AMD Ryzen 7 5825U Processor(8C/16T, Up to 4.5Ghz), 32GB RAM M.2 SATA 3.0 1TB SSD, 15.6"" FHD Display Gaming Laptop with Backlit Keyboard, Fingerprint Reader"
B0DQJ9Y4JL,4,£269.79,28,3.8,https://www.amazon.co.uk/ASUS-Pentium-Processor-Graphics-Bluetooth/dp/B0DQJ9Y4JL/ref=sr_1_668?dib=eyJ2IjoiMSJ9.riK5hlKharDNbx_zbZw_GNzRrhGu-Nb5wH9h57CkN0lFPyvuUVlb9r5u_nmMp2TJX69K8n0ZfO6rCL4CBYATJLHpHqTenxhDLbMTQWKLlCmAMzt5a4klsvZdHxQeY6bXyhqc3cbgEVPo4hoGQSuG6Bt0xdUJQeC6Qc_oV5mmyVR_RzWesZ4Zv9Qht4wY2pURVyZVg-MfWsN7zeJuxz1VnpbD3Zccm0aZBXvX_GSKv6JSUeqAv2ozXoxq8wzSF-6rkalbCpNjVbSCqZvN65iPdVRpzRM6IpqfSiXKA2qZ9_0.4-4EKjKkHBk7dlhLZ9Qq4jywVqGjMjr_KnFm1VWUQA4&dib_tag=se&qid=1746427430&s=computers&sr=1-668,"ASUS 14"" FHD Laptop, Intel Pentium N6000 Processor, 4GB RAM, 224GB Storage(64GB eMMC+160GB Docking Station Set), Intel UHD Graphics, Webcam, Bluetooth, Win 11, Star Black"
B0DQ46TSCY,3 capacities,£365.55,29,4.4,https://www.amazon.co.uk/HP-Flagship-Storage-Docking-Processor/dp/B0DQ46TSCY/ref=sr_1_674?dib=eyJ2IjoiMSJ9.c2PjKYBEsvFe1NkCu4bJhNoRZi_u-6B3g0B1ySqwg1l4zAGNjq5JYn5bwkGZXHG6xYBwfrRzAHVlIDw1yqqH0hKAnOlMDDBkbgq4U5ENSTIDNLUc4Pi0_-5JYzPf2KoZLLigkW-esHYMRgUg2mISi26qo8K-RpNVNWqTASsHRVInr3nYdT1_0q0ZcR_f7y0b4PREDkWIQtO4hKDE2dklqGCIHc0CnTPPw_JukFBuDl0L3CHG6vYCx60cqI-hXenPaxSYxfMvBiWSuWKIOZC84YbpwROZacRE4Q6R5ZxjiGQ.JYYnqvrQ1WTND7SoA_N7WAUPbSYVWlQkEJ2nxj8ZgS8&dib_tag=se&qid=1746427435&s=computers&sr=1-674,"HP Flagship 14"" Laptop with 1 Year Office 365 | 8GB RAM | 1.22TB Storage(64GB eMMC & 160GB Docking Station Set & 1TB Cloud Storage) | Intel 4-Core Processor | Webcam | Wi-Fi | Windows 11 | Blue"
B0DQ3NQZ6R,3 capacities,£393.87,29,4.4,https://www.amazon.co.uk/HP-Flagship-Storage-Docking-Processor/dp/B0DQ3NQZ6R/ref=sr_1_675?dib=eyJ2IjoiMSJ9.c2PjKYBEsvFe1NkCu4bJhNoRZi_u-6B3g0B1ySqwg1l4zAGNjq5JYn5bwkGZXHG6xYBwfrRzAHVlIDw1yqqH0hKAnOlMDDBkbgq4U5ENSTIDNLUc4Pi0_-5JYzPf2KoZLLigkW-esHYMRgUg2mISi26qo8K-RpNVNWqTASsHRVInr3nYdT1_0q0ZcR_f7y0b4PREDkWIQtO4hKDE2dklqGCIHc0CnTPPw_JukFBuDl0L3CHG6vYCx60cqI-hXenPaxSYxfMvBiWSuWKIOZC84YbpwROZacRE4Q6R5ZxjiGQ.JYYnqvrQ1WTND7SoA_N7WAUPbSYVWlQkEJ2nxj8ZgS8&dib_tag=se&qid=1746427435&s=computers&sr=1-675,"HP Flagship 14"" Laptop with 1 Year Office 365 | 16GB RAM | 1.22TB Storage(64GB eMMC & 160GB Docking Station & 1TB Cloud Storage) | Intel 4-Core Processor| Webcam | Wi-Fi | Windows 11 | Pink"
B0DPRCC4VW,1,£569.24,29,3.0,https://www.amazon.co.uk/Aspire-17-3-inch-Processor-Graphics-Windows/dp/B0DPRCC4VW/ref=sr_1_679?dib=eyJ2IjoiMSJ9.c2PjKYBEsvFe1NkCu4bJhNoRZi_u-6B3g0B1ySqwg1l4zAGNjq5JYn5bwkGZXHG6xYBwfrRzAHVlIDw1yqqH0hKAnOlMDDBkbgq4U5ENSTIDNLUc4Pi0_-5JYzPf2KoZLLigkW-esHYMRgUg2mISi26qo8K-RpNVNWqTASsHRVInr3nYdT1_0q0ZcR_f7y0b4PREDkWIQtO4hKDE2dklqGCIHc0CnTPPw_JukFBuDl0L3CHG6vYCx60cqI-hXenPaxSYxfMvBiWSuWKIOZC84YbpwROZacRE4Q6R5ZxjiGQ.JYYnqvrQ1WTND7SoA_N7WAUPbSYVWlQkEJ2nxj8ZgS8&dib_tag=se&qid=1746427435&s=computers&sr=1-679,Acer Aspire Go 17 AI Ready Laptop | 17.3-inch IPS Screen (1920 x 1080) | Intel Core 3 Processor N355 | Intel Graphics | 16GB DDR5 | 512GB PCIe Gen4 SSD | Wi-Fi 6 | Windows 11
B0DPLXFWNV,2 capacities,£379.75,29,4.6,https://www.amazon.co.uk/HP-Flagship-Storage-Docking-Processor/dp/B0DPLXFWNV/ref=sr_1_680?dib=eyJ2IjoiMSJ9.c2PjKYBEsvFe1NkCu4bJhNoRZi_u-6B3g0B1ySqwg1l4zAGNjq5JYn5bwkGZXHG6xYBwfrRzAHVlIDw1yqqH0hKAnOlMDDBkbgq4U5ENSTIDNLUc4Pi0_-5JYzPf2KoZLLigkW-esHYMRgUg2mISi26qo8K-RpNVNWqTASsHRVInr3nYdT1_0q0ZcR_f7y0b4PREDkWIQtO4hKDE2dklqGCIHc0CnTPPw_JukFBuDl0L3CHG6vYCx60cqI-hXenPaxSYxfMvBiWSuWKIOZC84YbpwROZacRE4Q6R5ZxjiGQ.JYYnqvrQ1WTND7SoA_N7WAUPbSYVWlQkEJ2nxj8ZgS8&dib_tag=se&qid=1746427435&s=computers&sr=1-680,"HP Flagship 14"" HD Laptop with 1 Year Office 365 | 16GB RAM | 1.22TB Storage(64GB EMMC & 160GB Docking Station Set & 1TB Cloud Storage) | Intel 4-Core Processor | Webcam | Win 11s | Blue"
B0DPLW4SB7,2 capacities,£380.90,29,4.6,https://www.amazon.co.uk/HP-Flagship-Storage-Docking-Processor/dp/B0DPLW4SB7/ref=sr_1_681?dib=eyJ2IjoiMSJ9.c2PjKYBEsvFe1NkCu4bJhNoRZi_u-6B3g0B1ySqwg1l4zAGNjq5JYn5bwkGZXHG6xYBwfrRzAHVlIDw1yqqH0hKAnOlMDDBkbgq4U5ENSTIDNLUc4Pi0_-5JYzPf2KoZLLigkW-esHYMRgUg2mISi26qo8K-RpNVNWqTASsHRVInr3nYdT1_0q0ZcR_f7y0b4PREDkWIQtO4hKDE2dklqGCIHc0CnTPPw_JukFBuDl0L3CHG6vYCx60cqI-hXenPaxSYxfMvBiWSuWKIOZC84YbpwROZacRE4Q6R5ZxjiGQ.JYYnqvrQ1WTND7SoA_N7WAUPbSYVWlQkEJ2nxj8ZgS8&dib_tag=se&qid=1746427435&s=computers&sr=1-681,"HP Flagship 14"" HD Laptop with 1 Year Office 365 | 16GB RAM | 1.22TB Storage(64GB EMMC & 160GB Docking Station Set & 1TB Cloud Storage) | Intel 4-Core Processor | Webcam | Win 11s | White"
B0DPLVZ8QV,2 capacities,£357.36,29,4.6,https://www.amazon.co.uk/HP-Flagship-Storage-Docking-Processor/dp/B0DPLVZ8QV/ref=sr_1_682?dib=eyJ2IjoiMSJ9.c2PjKYBEsvFe1NkCu4bJhNoRZi_u-6B3g0B1ySqwg1l4zAGNjq5JYn5bwkGZXHG6xYBwfrRzAHVlIDw1yqqH0hKAnOlMDDBkbgq4U5ENSTIDNLUc4Pi0_-5JYzPf2KoZLLigkW-esHYMRgUg2mISi26qo8K-RpNVNWqTASsHRVInr3nYdT1_0q0ZcR_f7y0b4PREDkWIQtO4hKDE2dklqGCIHc0CnTPPw_JukFBuDl0L3CHG6vYCx60cqI-hXenPaxSYxfMvBiWSuWKIOZC84YbpwROZacRE4Q6R5ZxjiGQ.JYYnqvrQ1WTND7SoA_N7WAUPbSYVWlQkEJ2nxj8ZgS8&dib_tag=se&qid=1746427435&s=computers&sr=1-682,"HP Flagship 14"" HD Laptop with 1 Year Office 365 | 8GB RAM | 1.22TB Storage(64GB EMMC & 160GB Docking Station Set & 1TB Cloud Storage) | Intel 4-Core Processor | Webcam | Win 11s | White"
B0DPLVTTCV,2 capacities,£375.50,29,4.6,https://www.amazon.co.uk/HP-Flagship-Storage-Docking-Processor/dp/B0DPLVTTCV/ref=sr_1_683?dib=eyJ2IjoiMSJ9.c2PjKYBEsvFe1NkCu4bJhNoRZi_u-6B3g0B1ySqwg1l4zAGNjq5JYn5bwkGZXHG6xYBwfrRzAHVlIDw1yqqH0hKAnOlMDDBkbgq4U5ENSTIDNLUc4Pi0_-5JYzPf2KoZLLigkW-esHYMRgUg2mISi26qo8K-RpNVNWqTASsHRVInr3nYdT1_0q0ZcR_f7y0b4PREDkWIQtO4hKDE2dklqGCIHc0CnTPPw_JukFBuDl0L3CHG6vYCx60cqI-hXenPaxSYxfMvBiWSuWKIOZC84YbpwROZacRE4Q6R5ZxjiGQ.JYYnqvrQ1WTND7SoA_N7WAUPbSYVWlQkEJ2nxj8ZgS8&dib_tag=se&qid=1746427435&s=computers&sr=1-683,"HP Flagship 14"" Laptop with 1 Year Office 365 | 16GB RAM | 1.28TB Storage(128GB EMMC & 160GB Docking Station & 1TB Cloud Storage) | Intel 4-Core Processor | Webcam| Silver | Windows 11"
B0DPF9QKSP,39,£274.40,29,4.0,https://www.amazon.co.uk/AOC-Computer-Laptops-Premium-Windows/dp/B0DPF9QKSP/ref=sr_1_690?dib=eyJ2IjoiMSJ9.c2PjKYBEsvFe1NkCu4bJhNoRZi_u-6B3g0B1ySqwg1l4zAGNjq5JYn5bwkGZXHG6xYBwfrRzAHVlIDw1yqqH0hKAnOlMDDBkbgq4U5ENSTIDNLUc4Pi0_-5JYzPf2KoZLLigkW-esHYMRgUg2mISi26qo8K-RpNVNWqTASsHRVInr3nYdT1_0q0ZcR_f7y0b4PREDkWIQtO4hKDE2dklqGCIHc0CnTPPw_JukFBuDl0L3CHG6vYCx60cqI-hXenPaxSYxfMvBiWSuWKIOZC84YbpwROZacRE4Q6R5ZxjiGQ.JYYnqvrQ1WTND7SoA_N7WAUPbSYVWlQkEJ2nxj8ZgS8&dib_tag=se&qid=1746427435&s=computers&sr=1-690,"Laptop Computer 16GB RAM 512GB SSD Work Laptops 15.6 Inch FHD Screen Premium Laptop (Up to 3.6GHz) Windows 11 Laptop Computer, Light&Thin, Metal Shell, Webcam, Type-C, USB3.2"
B0DPF18LDF,3,£488.13,29,3.3,https://www.amazon.co.uk/Lenovo-IdeaPad-Laptop-i3-N305-Arctic/dp/B0DPF18LDF/ref=sr_1_691?dib=eyJ2IjoiMSJ9.c2PjKYBEsvFe1NkCu4bJhNoRZi_u-6B3g0B1ySqwg1l4zAGNjq5JYn5bwkGZXHG6xYBwfrRzAHVlIDw1yqqH0hKAnOlMDDBkbgq4U5ENSTIDNLUc4Pi0_-5JYzPf2KoZLLigkW-esHYMRgUg2mISi26qo8K-RpNVNWqTASsHRVInr3nYdT1_0q0ZcR_f7y0b4PREDkWIQtO4hKDE2dklqGCIHc0CnTPPw_JukFBuDl0L3CHG6vYCx60cqI-hXenPaxSYxfMvBiWSuWKIOZC84YbpwROZacRE4Q6R5ZxjiGQ.JYYnqvrQ1WTND7SoA_N7WAUPbSYVWlQkEJ2nxj8ZgS8&dib_tag=se&qid=1746427435&s=computers&sr=1-691,Lenovo IdeaPad Slim 3i 15.6 inch Laptop Intel Core i3-N305 8GB RAM 256GB SSD Arctic Grey
B0DP5RJ5S4,1,£468.91,29,5.0,https://www.amazon.co.uk/acer-Aspire-i5-12450H-Windows-A515-57-5186/dp/B0DP5RJ5S4/ref=sr_1_693?dib=eyJ2IjoiMSJ9.c2PjKYBEsvFe1NkCu4bJhNoRZi_u-6B3g0B1ySqwg1l4zAGNjq5JYn5bwkGZXHG6xYBwfrRzAHVlIDw1yqqH0hKAnOlMDDBkbgq4U5ENSTIDNLUc4Pi0_-5JYzPf2KoZLLigkW-esHYMRgUg2mISi26qo8K-RpNVNWqTASsHRVInr3nYdT1_0q0ZcR_f7y0b4PREDkWIQtO4hKDE2dklqGCIHc0CnTPPw_JukFBuDl0L3CHG6vYCx60cqI-hXenPaxSYxfMvBiWSuWKIOZC84YbpwROZacRE4Q6R5ZxjiGQ.JYYnqvrQ1WTND7SoA_N7WAUPbSYVWlQkEJ2nxj8ZgS8&dib_tag=se&qid=1746427435&s=computers&sr=1-693,"acer Aspire 5 15.6"" Laptop i5-12450H 12GB RAM 512 GB PCIe SSD Windows 11 Home A515-57-5186"
B0DNSG91Z2,1,£264.17,30,5.0,https://www.amazon.co.uk/KUU-Computer-Processor-Keyboard-Fingerprint/dp/B0DNSG91Z2/ref=sr_1_697?dib=eyJ2IjoiMSJ9.ec0NMdOHKx88r-pXnN9Rh3d5YopoeYTDYpaso4EIrHfXFWnX4k4Akw-EmHSPQ39EdYifYHmhPsM_7EKI53rKtoeXZ19-QNKaXYVA8X6_nBCvq0sEQI7WLiyO2ygbz3-M1LiRQW8u7u7BGOqwY_2Aur7M6VCiVGoTFl_-P92w9Urei1Cn05shEvzGP09l8VUyMoJeSlCJuS-sdTc5StNc8ZcZ8Pp9Mlkbwt6IdLA5iLMvdHleqLZdrpQ_V3l5uR242CBfNrBoB9e71afrb4rOU-BI5EVfgFw0pqPn9JTJVNI.eHXWdygl0ERbEW_CmvuqhQOpVAIrhiZyxuEk57f9cKE&dib_tag=se&qid=1746427441&s=computers&sr=1-697,"KUU Gaming Laptop, 15.6 Inch Laptop Computer, 16GB RAM 512GB SSD, N95 Processor, 180 Angle Open, Backlit Keyboard, Fingerprint Unlock, FHD 1920 * 1200"
B0DNRF6PYH,4 capacities,£644.99,30,4.5,https://www.amazon.co.uk/HP-i7-1255U-Portable-External-Storage/dp/B0DNRF6PYH/ref=sr_1_698?dib=eyJ2IjoiMSJ9.ec0NMdOHKx88r-pXnN9Rh3d5YopoeYTDYpaso4EIrHfXFWnX4k4Akw-EmHSPQ39EdYifYHmhPsM_7EKI53rKtoeXZ19-QNKaXYVA8X6_nBCvq0sEQI7WLiyO2ygbz3-M1LiRQW8u7u7BGOqwY_2Aur7M6VCiVGoTFl_-P92w9Urei1Cn05shEvzGP09l8VUyMoJeSlCJuS-sdTc5StNc8ZcZ8Pp9Mlkbwt6IdLA5iLMvdHleqLZdrpQ_V3l5uR242CBfNrBoB9e71afrb4rOU-BI5EVfgFw0pqPn9JTJVNI.eHXWdygl0ERbEW_CmvuqhQOpVAIrhiZyxuEk57f9cKE&dib_tag=se&qid=1746427441&s=computers&sr=1-698,"HP 17.3"" FHD Laptop, 6-Core AMD Ryzen 5 7430U (beats i7-1255U), 16GB RAM, 1TB SSD + 256GB Portable SSD, WebCam, KeyPad, WiFi6, USB-C, HDMI, 3-in-1 External Storage Bundle, US Version KB, Win 11 Pro"
B0DNRDVHWX,4 capacities,£674.99,30,4.5,https://www.amazon.co.uk/HP-i7-1255U-Portable-External-Storage/dp/B0DNRDVHWX/ref=sr_1_699?dib=eyJ2IjoiMSJ9.ec0NMdOHKx88r-pXnN9Rh3d5YopoeYTDYpaso4EIrHfXFWnX4k4Akw-EmHSPQ39EdYifYHmhPsM_7EKI53rKtoeXZ19-QNKaXYVA8X6_nBCvq0sEQI7WLiyO2ygbz3-M1LiRQW8u7u7BGOqwY_2Aur7M6VCiVGoTFl_-P92w9Urei1Cn05shEvzGP09l8VUyMoJeSlCJuS-sdTc5StNc8ZcZ8Pp9Mlkbwt6IdLA5iLMvdHleqLZdrpQ_V3l5uR242CBfNrBoB9e71afrb4rOU-BI5EVfgFw0pqPn9JTJVNI.eHXWdygl0ERbEW_CmvuqhQOpVAIrhiZyxuEk57f9cKE&dib_tag=se&qid=1746427441&s=computers&sr=1-699,"HP 17.3"" FHD Laptop, 6-Core AMD Ryzen 5 7430U (beats i7-1255U), 32GB RAM, 2TB SSD + 256GB Portable SSD, WebCam, KeyPad, WiFi6, USB-C, HDMI, 3-in-1 External Storage Bundle, US Version KB, Win 11"
B0DNRDL663,4 capacities,£644.99,30,4.5,https://www.amazon.co.uk/HP-i7-1255U-Portable-External-Storage/dp/B0DNRDL663/ref=sr_1_700?dib=eyJ2IjoiMSJ9.ec0NMdOHKx88r-pXnN9Rh3d5YopoeYTDYpaso4EIrHfXFWnX4k4Akw-EmHSPQ39EdYifYHmhPsM_7EKI53rKtoeXZ19-QNKaXYVA8X6_nBCvq0sEQI7WLiyO2ygbz3-M1LiRQW8u7u7BGOqwY_2Aur7M6VCiVGoTFl_-P92w9Urei1Cn05shEvzGP09l8VUyMoJeSlCJuS-sdTc5StNc8ZcZ8Pp9Mlkbwt6IdLA5iLMvdHleqLZdrpQ_V3l5uR242CBfNrBoB9e71afrb4rOU-BI5EVfgFw0pqPn9JTJVNI.eHXWdygl0ERbEW_CmvuqhQOpVAIrhiZyxuEk57f9cKE&dib_tag=se&qid=1746427441&s=computers&sr=1-700,"HP 17.3"" FHD Laptop, 6-Core AMD Ryzen 5 7430U (beats i7-1255U), 32GB RAM, 1TB SSD + 256GB Portable SSD, WebCam, KeyPad, WiFi6, USB-C, HDMI, 3-in-1 External Storage Bundle, US Version KB, Win 11"
B0DNRDGVVD,4 capacities,£654.99,30,4.5,https://www.amazon.co.uk/HP-i7-1255U-Portable-External-Storage/dp/B0DNRDGVVD/ref=sr_1_701?dib=eyJ2IjoiMSJ9.ec0NMdOHKx88r-pXnN9Rh3d5YopoeYTDYpaso4EIrHfXFWnX4k4Akw-EmHSPQ39EdYifYHmhPsM_7EKI53rKtoeXZ19-QNKaXYVA8X6_nBCvq0sEQI7WLiyO2ygbz3-M1LiRQW8u7u7BGOqwY_2Aur7M6VCiVGoTFl_-P92w9Urei1Cn05shEvzGP09l8VUyMoJeSlCJuS-sdTc5StNc8ZcZ8Pp9Mlkbwt6IdLA5iLMvdHleqLZdrpQ_V3l5uR242CBfNrBoB9e71afrb4rOU-BI5EVfgFw0pqPn9JTJVNI.eHXWdygl0ERbEW_CmvuqhQOpVAIrhiZyxuEk57f9cKE&dib_tag=se&qid=1746427441&s=computers&sr=1-701,"HP 17.3"" FHD Laptop, 6-Core AMD Ryzen 5 7430U (beats i7-1255U), 32GB RAM, 1TB SSD + 256GB Portable SSD, WebCam, KeyPad, WiFi6, USB-C, HDMI, 3-in-1 External Storage Bundle, US Version KB, Win 11 Pro"
B0DNRC3TX2,4 capacities,£684.99,30,4.5,https://www.amazon.co.uk/HP-i7-1255U-Portable-External-Storage/dp/B0DNRC3TX2/ref=sr_1_702?dib=eyJ2IjoiMSJ9.ec0NMdOHKx88r-pXnN9Rh3d5YopoeYTDYpaso4EIrHfXFWnX4k4Akw-EmHSPQ39EdYifYHmhPsM_7EKI53rKtoeXZ19-QNKaXYVA8X6_nBCvq0sEQI7WLiyO2ygbz3-M1LiRQW8u7u7BGOqwY_2Aur7M6VCiVGoTFl_-P92w9Urei1Cn05shEvzGP09l8VUyMoJeSlCJuS-sdTc5StNc8ZcZ8Pp9Mlkbwt6IdLA5iLMvdHleqLZdrpQ_V3l5uR242CBfNrBoB9e71afrb4rOU-BI5EVfgFw0pqPn9JTJVNI.eHXWdygl0ERbEW_CmvuqhQOpVAIrhiZyxuEk57f9cKE&dib_tag=se&qid=1746427441&s=computers&sr=1-702,"HP 17.3"" FHD Laptop, 6-Core AMD Ryzen 5 7430U (beats i7-1255U), 32GB RAM, 2TB SSD + 256GB Portable SSD, WebCam, KeyPad, WiFi6, USB-C, HDMI, 3-in-1 External Storage Bundle, US Version KB, Win 11 Pro"
B0DNRBNKWR,4 capacities,£534.99,30,4.5,https://www.amazon.co.uk/HP-i7-1255U-Portable-External-Storage/dp/B0DNRBNKWR/ref=sr_1_703?dib=eyJ2IjoiMSJ9.ec0NMdOHKx88r-pXnN9Rh3d5YopoeYTDYpaso4EIrHfXFWnX4k4Akw-EmHSPQ39EdYifYHmhPsM_7EKI53rKtoeXZ19-QNKaXYVA8X6_nBCvq0sEQI7WLiyO2ygbz3-M1LiRQW8u7u7BGOqwY_2Aur7M6VCiVGoTFl_-P92w9Urei1Cn05shEvzGP09l8VUyMoJeSlCJuS-sdTc5StNc8ZcZ8Pp9Mlkbwt6IdLA5iLMvdHleqLZdrpQ_V3l5uR242CBfNrBoB9e71afrb4rOU-BI5EVfgFw0pqPn9JTJVNI.eHXWdygl0ERbEW_CmvuqhQOpVAIrhiZyxuEk57f9cKE&dib_tag=se&qid=1746427441&s=computers&sr=1-703,"HP 17.3"" FHD Laptop, 6-Core AMD Ryzen 5 7430U (beats i7-1255U), 8GB RAM, 512GB SSD + 256GB Portable SSD, WebCam, KeyPad, WiFi6, USB-C, HDMI, 3-in-1 External Storage Bundle, US Version KB, Win 11 Pro"
B0DNRBNGG2,4 capacities,£624.99,30,4.5,https://www.amazon.co.uk/HP-i7-1255U-Portable-External-Storage/dp/B0DNRBNGG2/ref=sr_1_704?dib=eyJ2IjoiMSJ9.ec0NMdOHKx88r-pXnN9Rh3d5YopoeYTDYpaso4EIrHfXFWnX4k4Akw-EmHSPQ39EdYifYHmhPsM_7EKI53rKtoeXZ19-QNKaXYVA8X6_nBCvq0sEQI7WLiyO2ygbz3-M1LiRQW8u7u7BGOqwY_2Aur7M6VCiVGoTFl_-P92w9Urei1Cn05shEvzGP09l8VUyMoJeSlCJuS-sdTc5StNc8ZcZ8Pp9Mlkbwt6IdLA5iLMvdHleqLZdrpQ_V3l5uR242CBfNrBoB9e71afrb4rOU-BI5EVfgFw0pqPn9JTJVNI.eHXWdygl0ERbEW_CmvuqhQOpVAIrhiZyxuEk57f9cKE&dib_tag=se&qid=1746427441&s=computers&sr=1-704,"HP 17.3"" FHD Laptop, 6-Core AMD Ryzen 5 7430U (beats i7-1255U), 16GB RAM, 1TB SSD + 256GB Portable SSD, WebCam, KeyPad, WiFi6, USB-C, HDMI, 3-in-1 External Storage Bundle, US Version KB, Win 11"
B0DNRB56YN,4 capacities,£509.99,30,4.5,https://www.amazon.co.uk/HP-i7-1255U-Portable-External-Storage/dp/B0DNRB56YN/ref=sr_1_705?dib=eyJ2IjoiMSJ9.ec0NMdOHKx88r-pXnN9Rh3d5YopoeYTDYpaso4EIrHfXFWnX4k4Akw-EmHSPQ39EdYifYHmhPsM_7EKI53rKtoeXZ19-QNKaXYVA8X6_nBCvq0sEQI7WLiyO2ygbz3-M1LiRQW8u7u7BGOqwY_2Aur7M6VCiVGoTFl_-P92w9Urei1Cn05shEvzGP09l8VUyMoJeSlCJuS-sdTc5StNc8ZcZ8Pp9Mlkbwt6IdLA5iLMvdHleqLZdrpQ_V3l5uR242CBfNrBoB9e71afrb4rOU-BI5EVfgFw0pqPn9JTJVNI.eHXWdygl0ERbEW_CmvuqhQOpVAIrhiZyxuEk57f9cKE&dib_tag=se&qid=1746427441&s=computers&sr=1-705,"HP 17.3"" FHD Laptop, 6-Core AMD Ryzen 5 7430U (beats i7-1255U), 8GB RAM, 512GB SSD + 256GB Portable SSD, WebCam, KeyPad, WiFi6, USB-C, HDMI, 3-in-1 External Storage Bundle, US Version KB, Win 11"
B0DNNV84BK,1,£695.43,30,5.0,https://www.amazon.co.uk/Lenovo-Touchscreen-i3-1215U-i5-1135G7-Portable/dp/B0DNNV84BK/ref=sr_1_707?dib=eyJ2IjoiMSJ9.ec0NMdOHKx88r-pXnN9Rh3d5YopoeYTDYpaso4EIrHfXFWnX4k4Akw-EmHSPQ39EdYifYHmhPsM_7EKI53rKtoeXZ19-QNKaXYVA8X6_nBCvq0sEQI7WLiyO2ygbz3-M1LiRQW8u7u7BGOqwY_2Aur7M6VCiVGoTFl_-P92w9Urei1Cn05shEvzGP09l8VUyMoJeSlCJuS-sdTc5StNc8ZcZ8Pp9Mlkbwt6IdLA5iLMvdHleqLZdrpQ_V3l5uR242CBfNrBoB9e71afrb4rOU-BI5EVfgFw0pqPn9JTJVNI.eHXWdygl0ERbEW_CmvuqhQOpVAIrhiZyxuEk57f9cKE&dib_tag=se&qid=1746427441&s=computers&sr=1-707,"Lenovo IdeaPad Touchscreen Laptop, 15.6"" Full HD Display, 6-Core i3-1215U (Beats i5-1135G7), 16GB RAM, 1TB SSD + 256GB Portable SSD, Webcam, KeyPad, 3-in-1 External Storage Bundle, Win 11 Pro"
B0DNLGJCVS,2,£318.34,30,4.5,https://www.amazon.co.uk/Lenovo-IdeaPad-1i-Processor-Anti-Glare/dp/B0DNLGJCVS/ref=sr_1_710?dib=eyJ2IjoiMSJ9.ec0NMdOHKx88r-pXnN9Rh3d5YopoeYTDYpaso4EIrHfXFWnX4k4Akw-EmHSPQ39EdYifYHmhPsM_7EKI53rKtoeXZ19-QNKaXYVA8X6_nBCvq0sEQI7WLiyO2ygbz3-M1LiRQW8u7u7BGOqwY_2Aur7M6VCiVGoTFl_-P92w9Urei1Cn05shEvzGP09l8VUyMoJeSlCJuS-sdTc5StNc8ZcZ8Pp9Mlkbwt6IdLA5iLMvdHleqLZdrpQ_V3l5uR242CBfNrBoB9e71afrb4rOU-BI5EVfgFw0pqPn9JTJVNI.eHXWdygl0ERbEW_CmvuqhQOpVAIrhiZyxuEk57f9cKE&dib_tag=se&qid=1746427441&s=computers&sr=1-710,"Lenovo IdeaPad 1i 15.6” Laptop, Intel Core i5-1235U Processor, 8GB DDR4 RAM, 256GB SSD, Windows 11 in S Mode, Intel Iris Xe Graphics, Anti-Glare Display - Abyss Blue"
